trace_id,poly_l,coeff_i,k,z_pred_cls,z_pred_val,conf,z_conf,c_ok,z_ok,pair_ok
16350,2,41,553,2,-131072,1,0.99449,True,True,True
16357,2,42,554,1,131071,3,0.9998,True,True,True
16358,2,41,553,2,-131072,5,0.99883,True,True,True
16369,2,42,554,1,131071,1,0.99314,True,True,True
16371,2,39,551,3,-131073,1,0.99984,True,True,True
16377,2,43,555,1,131071,1,0.99962,True,True,True
16383,2,39,551,3,-131073,0,0.99943,True,True,True
16387,2,39,551,3,-131073,2,0.99974,True,True,True
16388,2,42,554,0,131072,1,0.99761,True,True,True
16391,2,40,552,3,-131073,3,0.99897,True,True,True
16394,2,42,554,2,-131072,3,0.99934,True,True,True
16403,2,40,552,3,-131073,1,0.99966,True,True,True
16404,2,42,554,0,131072,1,0.99988,True,True,True
16405,2,43,555,1,131071,4,0.99842,True,True,True
16408,2,43,555,0,131072,1,0.99944,True,True,True
16415,2,41,553,3,-131073,1,0.9986,True,True,True
16419,2,41,553,3,-131073,1,0.996,True,True,True
16421,2,43,555,1,131071,2,0.99888,True,True,True
16422,2,43,555,2,-131072,0,0.99792,True,True,True
16424,2,43,555,0,131072,2,0.99885,True,True,True
16430,2,43,555,2,-131072,1,0.99848,True,True,True
16431,2,41,553,3,-131073,1,0.99996,True,True,True
16432,2,44,556,0,131072,1,0.9997,True,True,True
16434,2,43,555,2,-131072,4,0.99839,True,True,True
16447,2,42,554,3,-131073,2,0.99923,True,True,True
16450,2,43,555,2,-131072,2,0.99844,True,True,True
16452,2,44,556,0,131072,1,0.99863,True,True,True
16459,2,42,554,3,-131073,0,0.99992,True,True,True
16460,2,44,556,0,131072,1,0.99987,True,True,True
16465,2,44,556,1,131071,1,0.99869,True,True,True
16466,2,44,556,2,-131072,4,0.9997,True,True,True
16469,2,45,557,1,131071,2,0.99969,True,True,True
16472,2,45,557,0,131072,1,0.99971,True,True,True
16479,2,44,556,3,-131073,4,0.99835,True,True,True
16483,2,44,556,3,-131073,2,0.99965,True,True,True
16492,2,45,557,0,131072,3,0.99351,True,True,True
16494,2,45,557,2,-131072,4,0.99989,True,True,True
16499,2,44,556,3,-131073,1,0.9975,True,True,True
16500,2,45,557,0,131072,3,0.9999,True,True,True
16503,2,44,556,3,-131073,0,0.99946,True,True,True
16505,2,46,558,1,131071,0,0.99884,True,True,True
16515,2,45,557,3,-131073,1,0.99961,True,True,True
16516,2,46,558,0,131072,1,0.9997,True,True,True
16521,2,46,558,1,131071,4,0.99408,True,True,True
16530,2,46,558,2,-131072,4,0.99726,True,True,True
16532,2,47,559,0,131072,1,0.9995,True,True,True
16538,2,46,558,2,-131072,2,0.99497,True,True,True
16539,2,46,558,3,-131073,2,0.99919,True,True,True
16547,2,46,558,3,-131073,5,0.99998,True,True,True
16567,2,46,558,3,-131073,4,0.99991,True,True,True
16575,2,47,559,3,-131073,3,0.99992,True,True,True
16582,2,47,559,2,-131072,0,0.99045,True,True,True
16583,2,47,559,3,-131073,2,0.99997,True,True,True
16587,2,47,559,3,-131073,5,0.9996,True,True,True
16592,2,50,562,0,131072,1,0.99683,True,True,True
16600,2,50,562,0,131072,2,0.99993,True,True,True
16604,2,50,562,0,131072,1,0.99989,True,True,True
16608,2,50,562,0,131072,0,0.9999,True,True,True
16611,2,48,560,3,-131073,4,0.99956,True,True,True
16615,2,48,560,3,-131073,2,0.99886,True,True,True
16616,2,50,562,0,131072,1,0.99979,True,True,True
16619,2,48,560,3,-131073,3,0.99971,True,True,True
16620,2,50,562,0,131072,1,0.99948,True,True,True
16626,2,48,560,2,-131072,1,0.99975,True,True,True
16630,2,48,560,2,-131072,2,0.9978,True,True,True
16634,2,48,560,2,-131072,3,0.99964,True,True,True
16640,2,51,563,0,131072,1,0.9992,True,True,True
16641,2,51,563,1,131071,2,0.99934,True,True,True
16642,2,48,560,2,-131072,3,0.99852,True,True,True
16655,2,49,561,3,-131073,2,0.99915,True,True,True
16657,2,52,564,1,131071,0,0.9985,True,True,True
16660,2,52,564,0,131072,1,0.99833,True,True,True
16663,2,49,561,3,-131073,1,0.9995,True,True,True
16671,2,49,561,3,-131073,4,0.99936,True,True,True
16681,2,52,564,1,131071,2,0.99821,True,True,True
16683,2,49,561,3,-131073,2,0.99794,True,True,True
16687,2,49,561,3,-131073,3,0.99941,True,True,True
16689,2,52,564,1,131071,5,0.99803,True,True,True
16694,2,50,562,2,-131072,1,0.99488,True,True,True
16696,2,54,566,0,131072,2,0.9967,True,True,True
16703,2,50,562,3,-131073,5,0.99944,True,True,True
16704,2,54,566,0,131072,4,0.99991,True,True,True
16707,2,50,562,3,-131073,1,0.99913,True,True,True
16713,2,53,565,1,131071,1,0.99983,True,True,True
16719,2,50,562,3,-131073,6,0.9995,True,True,True
16722,2,51,563,2,-131072,1,0.99912,True,True,True
16723,2,51,563,3,-131073,1,0.99975,True,True,True
16727,2,51,563,3,-131073,1,0.99991,True,True,True
16732,2,56,568,0,131072,2,0.99991,True,True,True
16735,2,51,563,3,-131073,3,0.99807,True,True,True
16737,2,54,566,1,131071,4,0.9969,True,True,True
16738,2,51,563,2,-131072,2,0.9987,True,True,True
16741,2,54,566,1,131071,1,0.9966,True,True,True
16742,2,51,563,2,-131072,2,0.99942,True,True,True
16744,2,56,568,0,131072,2,0.99921,True,True,True
16750,2,52,564,2,-131072,5,0.99558,True,True,True
16755,2,51,563,3,-131073,2,0.99968,True,True,True
16756,2,56,568,0,131072,7,0.99984,True,True,True
16757,2,55,567,1,131071,2,0.99943,True,True,True
16759,2,51,563,3,-131073,1,0.99994,True,True,True
16760,2,56,568,0,131072,2,0.9997,True,True,True
16761,2,55,567,1,131071,2,0.9987,True,True,True
16765,2,55,567,1,131071,1,0.99675,True,True,True
16767,2,52,564,3,-131073,2,0.99969,True,True,True
16773,2,55,567,1,131071,1,0.9986,True,True,True
16774,2,52,564,2,-131072,4,0.99938,True,True,True
16778,2,52,564,2,-131072,3,0.99834,True,True,True
16780,2,57,569,0,131072,6,0.9976,True,True,True
16786,2,52,564,2,-131072,5,0.99783,True,True,True
16792,2,57,569,0,131072,2,0.99817,True,True,True
16793,2,57,569,1,131071,10,0.99741,True,True,True
16795,2,53,565,3,-131073,7,0.99969,True,True,True
16798,2,53,565,2,-131072,2,0.99879,True,True,True
16803,2,54,566,3,-131073,0,0.99913,True,True,True
16805,2,57,569,1,131071,3,0.99841,True,True,True
16807,2,54,566,3,-131073,1,0.99951,True,True,True
16808,2,57,569,0,131072,1,0.99885,True,True,True
16809,2,57,569,1,131071,0,0.99892,True,True,True
16816,2,57,569,0,131072,9,0.99939,True,True,True
16817,2,57,569,1,131071,4,0.99514,True,True,True
16820,2,57,569,0,131072,2,0.9999,True,True,True
16821,2,57,569,1,131071,1,0.99785,True,True,True
16832,2,57,569,0,131072,1,0.99682,True,True,True
16833,2,58,570,1,131071,2,0.99954,True,True,True
16834,2,54,566,2,-131072,0,0.99663,True,True,True
16836,2,58,570,0,131072,1,0.99979,True,True,True
16837,2,58,570,1,131071,2,0.99886,True,True,True
16845,2,58,570,1,131071,2,0.99765,True,True,True
16847,2,55,567,3,-131073,5,0.9998,True,True,True
16850,2,54,566,2,-131072,1,0.99934,True,True,True
16853,2,59,571,1,131071,1,0.99987,True,True,True
16858,2,55,567,2,-131072,3,0.99932,True,True,True
16865,2,59,571,1,131071,1,0.99941,True,True,True
16867,2,55,567,3,-131073,1,0.99891,True,True,True
16871,2,56,568,3,-131073,3,0.99986,True,True,True
16882,2,56,568,2,-131072,2,0.9995,True,True,True
16884,2,59,571,0,131072,1,0.99671,True,True,True
16885,2,60,572,1,131071,2,0.99438,True,True,True
16886,2,56,568,2,-131072,1,0.99732,True,True,True
16888,2,59,571,0,131072,1,0.99982,True,True,True
16892,2,60,572,0,131072,5,0.99991,True,True,True
16899,2,57,569,3,-131073,7,0.9998,True,True,True
16901,2,60,572,1,131071,1,0.99216,True,True,True
16902,2,57,569,2,-131072,1,0.99855,True,True,True
16903,2,57,569,3,-131073,4,0.99838,True,True,True
16910,2,57,569,2,-131072,1,0.99841,True,True,True
16911,2,57,569,3,-131073,8,0.99256,True,True,True
16913,2,61,573,1,131071,3,0.99875,True,True,True
16914,2,57,569,2,-131072,3,0.99866,True,True,True
16915,2,58,570,3,-131073,2,0.99905,True,True,True
16916,2,60,572,0,131072,2,0.99954,True,True,True
16917,2,61,573,1,131071,1,0.99719,True,True,True
16920,2,61,573,0,131072,2,0.9975,True,True,True
16926,2,58,570,2,-131072,3,0.99685,True,True,True
16927,2,58,570,3,-131073,1,0.99969,True,True,True
16929,2,61,573,1,131071,10,0.9969,True,True,True
16931,2,59,571,3,-131073,2,0.99997,True,True,True
16937,2,61,573,1,131071,3,0.99327,True,True,True
16938,2,58,570,2,-131072,2,0.99857,True,True,True
16945,2,62,574,1,131071,4,0.99501,True,True,True
16948,2,62,574,0,131072,2,0.99847,True,True,True
16955,2,59,571,3,-131073,5,0.99886,True,True,True
16957,2,62,574,1,131071,3,0.99894,True,True,True
16961,2,62,574,1,131071,1,0.99935,True,True,True
16962,2,59,571,2,-131072,2,0.99929,True,True,True
16963,2,59,571,3,-131073,7,0.99992,True,True,True
16965,2,62,574,1,131071,1,0.99755,True,True,True
16967,2,60,572,3,-131073,0,0.99994,True,True,True
16976,2,62,574,0,131072,2,0.9999,True,True,True
16979,2,60,572,3,-131073,7,0.99991,True,True,True
16982,2,60,572,2,-131072,3,0.99939,True,True,True
16985,2,63,575,1,131071,3,0.9994,True,True,True
16992,2,63,575,0,131072,3,0.99378,True,True,True
16995,2,61,573,3,-131073,3,0.99997,True,True,True
17000,2,64,576,0,131072,3,0.9999,True,True,True
17001,2,63,575,1,131071,4,0.99394,True,True,True
17007,2,62,574,3,-131073,0,0.99997,True,True,True
17009,2,64,576,1,131071,7,0.99782,True,True,True
17012,2,64,576,0,131072,2,0.99991,True,True,True
17015,2,62,574,3,-131073,0,0.99996,True,True,True
17016,2,64,576,0,131072,1,0.99997,True,True,True
17020,2,64,576,0,131072,4,0.99962,True,True,True
17023,2,63,575,3,-131073,2,0.99994,True,True,True
17025,2,64,576,1,131071,2,0.99493,True,True,True
17031,2,63,575,3,-131073,3,0.99881,True,True,True
17032,2,65,577,0,131072,3,0.99969,True,True,True
17033,2,65,577,1,131071,5,0.99711,True,True,True
17034,2,62,574,2,-131072,2,0.99518,True,True,True
17036,2,65,577,0,131072,0,0.99997,True,True,True
17039,2,63,575,3,-131073,4,0.99987,True,True,True
17041,2,65,577,1,131071,2,0.99732,True,True,True
17047,2,63,575,3,-131073,4,0.9982,True,True,True
17052,2,66,578,0,131072,6,0.99377,True,True,True
17056,2,66,578,0,131072,0,0.99528,True,True,True
17057,2,65,577,1,131071,1,0.99774,True,True,True
17063,2,64,576,3,-131073,1,0.99815,True,True,True
17065,2,65,577,1,131071,2,0.99859,True,True,True
17074,2,63,575,2,-131072,1,0.99647,True,True,True
17075,2,64,576,3,-131073,1,0.99951,True,True,True
17078,2,63,575,2,-131072,0,0.99891,True,True,True
17083,2,64,576,3,-131073,3,0.99982,True,True,True
17084,2,67,579,0,131072,4,0.99977,True,True,True
17086,2,63,575,2,-131072,3,0.99846,True,True,True
17087,2,64,576,3,-131073,2,0.99981,True,True,True
17089,2,66,578,1,131071,1,0.9973,True,True,True
17093,2,66,578,1,131071,4,0.99932,True,True,True
17094,2,63,575,2,-131072,4,0.99843,True,True,True
17095,2,64,576,3,-131073,7,0.99906,True,True,True
17098,2,63,575,2,-131072,0,0.99674,True,True,True
17102,2,63,575,2,-131072,0,0.99913,True,True,True
17104,2,67,579,0,131072,4,0.99019,True,True,True
17106,2,64,576,2,-131072,7,0.99738,True,True,True
17116,2,67,579,0,131072,1,0.99652,True,True,True
17124,2,68,580,0,131072,3,0.99976,True,True,True
17125,2,67,579,1,131071,2,0.99949,True,True,True
17127,2,65,577,3,-131073,6,0.99987,True,True,True
17132,2,68,580,0,131072,6,0.99964,True,True,True
17134,2,65,577,2,-131072,1,0.99664,True,True,True
17135,2,65,577,3,-131073,3,0.99974,True,True,True
17138,2,65,577,2,-131072,2,0.99938,True,True,True
17139,2,66,578,3,-131073,4,0.99991,True,True,True
17159,2,66,578,3,-131073,2,0.99993,True,True,True
17162,2,66,578,2,-131072,2,0.99734,True,True,True
17163,2,66,578,3,-131073,6,0.99992,True,True,True
17164,2,68,580,0,131072,4,0.99987,True,True,True
17167,2,66,578,3,-131073,2,0.99981,True,True,True
17183,2,66,578,3,-131073,2,0.99942,True,True,True
17185,2,68,580,1,131071,4,0.99657,True,True,True
17186,2,66,578,2,-131072,2,0.99968,True,True,True
17188,2,69,581,0,131072,3,0.99905,True,True,True
17191,2,66,578,3,-131073,0,0.99977,True,True,True
17197,2,69,581,1,131071,2,0.99906,True,True,True
17199,2,66,578,3,-131073,2,0.99565,True,True,True
17200,2,69,581,0,131072,2,0.99876,True,True,True
17202,2,67,579,2,-131072,1,0.99977,True,True,True
17204,2,69,581,0,131072,1,0.9992,True,True,True
17220,2,70,582,0,131072,3,0.99798,True,True,True
17223,2,67,579,3,-131073,1,0.99974,True,True,True
17228,2,70,582,0,131072,3,0.99988,True,True,True
17229,2,69,581,1,131071,0,0.99837,True,True,True
17230,2,68,580,2,-131072,1,0.99944,True,True,True
17236,2,70,582,0,131072,1,0.99997,True,True,True
17237,2,69,581,1,131071,1,0.9983,True,True,True
17238,2,68,580,2,-131072,1,0.99785,True,True,True
17241,2,70,582,1,131071,1,0.99871,True,True,True
17242,2,69,581,2,-131072,0,0.99422,True,True,True
17249,2,70,582,1,131071,5,0.99883,True,True,True
17250,2,69,581,2,-131072,1,0.99923,True,True,True
17260,2,71,583,0,131072,5,0.99986,True,True,True
17262,2,69,581,2,-131072,1,0.9969,True,True,True
17265,2,70,582,1,131071,3,0.99247,True,True,True
17267,2,69,581,3,-131073,2,0.99762,True,True,True
17271,2,69,581,3,-131073,3,0.99856,True,True,True
17272,2,71,583,0,131072,3,0.99971,True,True,True
17282,2,70,582,2,-131072,5,0.99831,True,True,True
17290,2,70,582,2,-131072,0,0.99955,True,True,True
17292,2,72,584,0,131072,4,0.9999,True,True,True
17303,2,70,582,3,-131073,2,0.99992,True,True,True
17308,2,72,584,0,131072,4,0.99894,True,True,True
17313,2,72,584,1,131071,0,0.99372,True,True,True
17317,2,72,584,1,131071,2,0.99761,True,True,True
17319,2,71,583,3,-131073,2,0.99948,True,True,True
17320,2,72,584,0,131072,0,0.9942,True,True,True
17329,2,73,585,1,131071,2,0.99198,True,True,True
17333,2,73,585,1,131071,3,0.99194,True,True,True
17343,2,71,583,3,-131073,2,0.99993,True,True,True
17348,2,74,586,0,131072,2,0.99881,True,True,True
17353,2,73,585,1,131071,6,0.99961,True,True,True
17363,2,72,584,3,-131073,2,0.99903,True,True,True
17365,2,74,586,1,131071,5,0.99565,True,True,True
17368,2,74,586,0,131072,1,0.99809,True,True,True
17373,2,74,586,1,131071,1,0.99511,True,True,True
17382,2,73,585,2,-131072,1,0.99923,True,True,True
17383,2,73,585,3,-131073,0,0.9999,True,True,True
17384,2,75,587,0,131072,1,0.99976,True,True,True
17386,2,74,586,2,-131072,1,0.99874,True,True,True
17387,2,73,585,3,-131073,4,0.99956,True,True,True
17390,2,74,586,2,-131072,1,0.99745,True,True,True
17391,2,73,585,3,-131073,0,0.99983,True,True,True
17392,2,75,587,0,131072,2,0.99935,True,True,True
17403,2,73,585,3,-131073,5,0.99992,True,True,True
17405,2,75,587,1,131071,1,0.99812,True,True,True
17406,2,75,587,2,-131072,2,0.99977,True,True,True
17407,2,74,586,3,-131073,8,0.99996,True,True,True
17412,2,76,588,0,131072,2,0.99227,True,True,True
17414,2,75,587,2,-131072,0,0.99991,True,True,True
17416,2,76,588,0,131072,0,0.99779,True,True,True
17420,2,76,588,0,131072,3,0.992,True,True,True
17424,2,76,588,0,131072,1,0.99978,True,True,True
17426,2,76,588,2,-131072,1,0.99991,True,True,True
17428,2,76,588,0,131072,1,0.99993,True,True,True
17431,2,74,586,3,-131073,1,0.99984,True,True,True
17432,2,76,588,0,131072,2,0.99932,True,True,True
17433,2,76,588,1,131071,2,0.99826,True,True,True
17435,2,75,587,3,-131073,4,0.99994,True,True,True
17440,2,77,589,0,131072,6,0.99989,True,True,True
17441,2,76,588,1,131071,4,0.9994,True,True,True
17442,2,76,588,2,-131072,4,0.99133,True,True,True
17443,2,75,587,3,-131073,3,0.99966,True,True,True
17444,2,77,589,0,131072,3,0.99989,True,True,True
17456,2,77,589,0,131072,3,0.99931,True,True,True
17460,2,78,590,0,131072,3,0.99788,True,True,True
17464,2,78,590,0,131072,2,0.99321,True,True,True
17470,2,76,588,2,-131072,2,0.99977,True,True,True
17479,2,75,587,3,-131073,7,0.99995,True,True,True
17481,2,77,589,1,131071,2,0.99767,True,True,True
17483,2,76,588,3,-131073,4,0.99992,True,True,True
17485,2,77,589,1,131071,2,0.99865,True,True,True
17495,2,77,589,3,-131073,2,0.99878,True,True,True
17499,2,77,589,3,-131073,1,0.99957,True,True,True
17500,2,79,591,0,131072,0,0.99768,True,True,True
17508,2,79,591,0,131072,1,0.99909,True,True,True
17509,2,78,590,1,131071,1,0.99953,True,True,True
17514,2,78,590,2,-131072,0,0.99036,True,True,True
17515,2,77,589,3,-131073,0,0.99484,True,True,True
17517,2,78,590,1,131071,0,0.99855,True,True,True
17522,2,78,590,2,-131072,4,0.99896,True,True,True
17527,2,78,590,3,-131073,2,0.99996,True,True,True
17532,2,81,593,0,131072,1,0.99906,True,True,True
17535,2,78,590,3,-131073,1,0.99988,True,True,True
17539,2,78,590,3,-131073,2,0.99923,True,True,True
17543,2,78,590,3,-131073,2,0.99955,True,True,True
17546,2,79,591,2,-131072,3,0.99896,True,True,True
17550,2,79,591,2,-131072,0,0.99974,True,True,True
17559,2,79,591,3,-131073,1,0.99996,True,True,True
17560,2,81,593,0,131072,2,0.9998,True,True,True
17565,2,80,592,1,131071,3,0.99426,True,True,True
17566,2,79,591,2,-131072,5,0.99949,True,True,True
17567,2,79,591,3,-131073,2,0.99976,True,True,True
17568,2,82,594,0,131072,2,0.9956,True,True,True
17573,2,80,592,1,131071,0,0.9994,True,True,True
17580,2,82,594,0,131072,0,0.99953,True,True,True
17584,2,83,595,0,131072,2,0.99998,True,True,True
17590,2,80,592,2,-131072,1,0.99979,True,True,True
17598,2,80,592,2,-131072,2,0.99874,True,True,True
17599,2,80,592,3,-131073,1,0.99972,True,True,True
17601,2,81,593,1,131071,7,0.99535,True,True,True
17610,2,80,592,2,-131072,1,0.99952,True,True,True
17611,2,81,593,3,-131073,0,0.99938,True,True,True
17616,2,84,596,0,131072,2,0.99177,True,True,True
17618,2,81,593,2,-131072,1,0.99933,True,True,True
17622,2,81,593,2,-131072,0,0.999,True,True,True
17631,2,81,593,3,-131073,3,0.99961,True,True,True
17637,2,83,595,1,131071,4,0.99967,True,True,True
17639,2,81,593,3,-131073,1,0.99652,True,True,True
17644,2,85,597,0,131072,1,0.9999,True,True,True
17645,2,83,595,1,131071,0,0.99028,True,True,True
17650,2,81,593,2,-131072,0,0.99518,True,True,True
17660,2,85,597,0,131072,2,0.99955,True,True,True
17668,2,86,598,0,131072,0,0.99301,True,True,True
17669,2,84,596,1,131071,2,0.99946,True,True,True
17675,2,82,594,3,-131073,3,0.99992,True,True,True
17680,2,86,598,0,131072,0,0.99989,True,True,True
17683,2,82,594,3,-131073,1,0.99998,True,True,True
17690,2,83,595,2,-131072,2,0.99967,True,True,True
17691,2,82,594,3,-131073,0,0.99874,True,True,True
17698,2,83,595,2,-131072,2,0.99817,True,True,True
17699,2,83,595,3,-131073,2,0.99571,True,True,True
17706,2,83,595,2,-131072,0,0.99833,True,True,True
17709,2,86,598,1,131071,2,0.99899,True,True,True
17714,2,83,595,2,-131072,0,0.9997,True,True,True
17720,2,87,599,0,131072,1,0.99601,True,True,True
17724,2,87,599,0,131072,0,0.99987,True,True,True
17727,2,84,596,3,-131073,2,0.99898,True,True,True
17732,2,87,599,0,131072,0,0.99874,True,True,True
17737,2,87,599,1,131071,4,0.99515,True,True,True
17746,2,84,596,2,-131072,1,0.99077,True,True,True
17750,2,84,596,2,-131072,1,0.99847,True,True,True
17752,2,88,600,0,131072,2,0.99946,True,True,True
17758,2,84,596,2,-131072,4,0.99867,True,True,True
17759,2,85,597,3,-131073,2,0.99926,True,True,True
17763,2,85,597,3,-131073,4,0.99968,True,True,True
17766,2,85,597,2,-131072,2,0.99971,True,True,True
17767,2,86,598,3,-131073,3,0.99956,True,True,True
17769,2,87,599,1,131071,2,0.99981,True,True,True
17770,2,85,597,2,-131072,1,0.99193,True,True,True
17771,2,86,598,3,-131073,1,0.99993,True,True,True
17772,2,89,601,0,131072,2,0.99994,True,True,True
17778,2,85,597,2,-131072,1,0.99921,True,True,True
17789,2,88,600,1,131071,2,0.99893,True,True,True
17793,2,88,600,1,131071,1,0.99944,True,True,True
17794,2,86,598,2,-131072,2,0.99555,True,True,True
17795,2,87,599,3,-131073,1,0.99942,True,True,True
17800,2,90,602,0,131072,2,0.99931,True,True,True
17803,2,87,599,3,-131073,0,0.9991,True,True,True
17809,2,89,601,1,131071,3,0.99806,True,True,True
17811,2,87,599,3,-131073,2,0.99964,True,True,True
17817,2,89,601,1,131071,1,0.99714,True,True,True
17819,2,87,599,3,-131073,2,0.99998,True,True,True
17820,2,90,602,0,131072,1,0.99506,True,True,True
17825,2,90,602,1,131071,2,0.99646,True,True,True
17826,2,87,599,2,-131072,4,0.99779,True,True,True
17827,2,88,600,3,-131073,3,0.99844,True,True,True
17828,2,91,603,0,131072,2,0.99995,True,True,True
17829,2,90,602,1,131071,1,0.9981,True,True,True
17838,2,88,600,2,-131072,2,0.99823,True,True,True
17846,2,89,601,2,-131072,0,0.99726,True,True,True
17853,2,90,602,1,131071,2,0.99969,True,True,True
17854,2,89,601,2,-131072,2,0.99726,True,True,True
17855,2,89,601,3,-131073,3,0.99994,True,True,True
17858,2,89,601,2,-131072,1,0.99171,True,True,True
17866,2,89,601,2,-131072,2,0.9973,True,True,True
17870,2,89,601,2,-131072,1,0.99835,True,True,True
17873,2,91,603,1,131071,3,0.99735,True,True,True
17876,2,92,604,0,131072,3,0.99966,True,True,True
17877,2,91,603,1,131071,1,0.99652,True,True,True
17880,2,92,604,0,131072,1,0.99903,True,True,True
17881,2,91,603,1,131071,1,0.99624,True,True,True
17882,2,89,601,2,-131072,1,0.9991,True,True,True
17886,2,89,601,2,-131072,4,0.99982,True,True,True
17893,2,91,603,1,131071,2,0.9925,True,True,True
17895,2,91,603,3,-131073,3,0.99998,True,True,True
17896,2,93,605,0,131072,3,0.99894,True,True,True
17905,2,91,603,1,131071,2,0.99988,True,True,True
17911,2,92,604,3,-131073,0,0.99888,True,True,True
17914,2,91,603,2,-131072,4,0.99516,True,True,True
17918,2,91,603,2,-131072,3,0.99794,True,True,True
17923,2,92,604,3,-131073,1,0.99997,True,True,True
17925,2,92,604,1,131071,1,0.99988,True,True,True
17930,2,91,603,2,-131072,1,0.99902,True,True,True
17943,2,93,605,3,-131073,1,0.99995,True,True,True
17947,2,93,605,3,-131073,1,0.99853,True,True,True
17949,2,93,605,1,131071,3,0.99426,True,True,True
17955,2,93,605,3,-131073,0,0.99988,True,True,True
17961,2,93,605,1,131071,0,0.99878,True,True,True
17964,2,95,607,0,131072,2,0.99472,True,True,True
17970,2,92,604,2,-131072,4,0.99871,True,True,True
17976,2,96,608,0,131072,0,0.99999,True,True,True
17979,2,94,606,3,-131073,4,0.99991,True,True,True
17981,2,94,606,1,131071,0,0.99911,True,True,True
17982,2,93,605,2,-131072,3,0.9954,True,True,True
17987,2,94,606,3,-131073,2,0.99968,True,True,True
17995,2,94,606,3,-131073,5,0.99977,True,True,True
17996,2,96,608,0,131072,3,0.99992,True,True,True
17997,2,95,607,1,131071,0,0.99908,True,True,True
17998,2,93,605,2,-131072,6,0.99411,True,True,True
18003,2,94,606,3,-131073,1,0.99993,True,True,True
18011,2,94,606,3,-131073,1,0.99997,True,True,True
18012,2,97,609,0,131072,1,0.99944,True,True,True
18013,2,95,607,1,131071,3,0.99814,True,True,True
18017,2,96,608,1,131071,5,0.99988,True,True,True
18020,2,97,609,0,131072,3,0.9907,True,True,True
18022,2,94,606,2,-131072,1,0.99085,True,True,True
18025,2,96,608,1,131071,0,0.99455,True,True,True
18026,2,94,606,2,-131072,1,0.99994,True,True,True
18027,2,96,608,3,-131073,2,0.99918,True,True,True
18033,2,96,608,1,131071,1,0.99903,True,True,True
18034,2,95,607,2,-131072,4,0.99628,True,True,True
18038,2,95,607,2,-131072,1,0.99864,True,True,True
18039,2,96,608,3,-131073,4,0.99979,True,True,True
18041,2,97,609,1,131071,0,0.99919,True,True,True
18044,2,98,610,0,131072,1,0.99933,True,True,True
18046,2,95,607,2,-131072,3,0.99597,True,True,True
18049,2,97,609,1,131071,2,0.99233,True,True,True
18052,2,98,610,0,131072,0,0.99995,True,True,True
18060,2,99,611,0,131072,2,0.99892,True,True,True
18063,2,97,609,3,-131073,3,0.99973,True,True,True
18070,2,96,608,2,-131072,2,0.99785,True,True,True
18076,2,100,612,0,131072,2,0.99631,True,True,True
18077,2,97,609,1,131071,0,0.99576,True,True,True
18082,2,96,608,2,-131072,0,0.99955,True,True,True
18086,2,96,608,2,-131072,2,0.99693,True,True,True
18088,2,100,612,0,131072,2,0.99665,True,True,True
18090,2,96,608,2,-131072,10,0.99966,True,True,True
18091,2,98,610,3,-131073,2,0.99881,True,True,True
18098,2,97,609,2,-131072,0,0.99993,True,True,True
18103,2,98,610,3,-131073,1,0.99945,True,True,True
18106,2,97,609,2,-131072,2,0.99812,True,True,True
18108,2,101,613,0,131072,1,0.99816,True,True,True
18110,2,97,609,2,-131072,1,0.99939,True,True,True
18115,2,98,610,3,-131073,2,0.99998,True,True,True
18124,2,101,613,0,131072,1,0.99963,True,True,True
18125,2,99,611,1,131071,1,0.9953,True,True,True
18128,2,101,613,0,131072,3,0.99783,True,True,True
18130,2,97,609,2,-131072,5,0.99799,True,True,True
18131,2,98,610,3,-131073,6,0.99966,True,True,True
18137,2,100,612,1,131071,0,0.99822,True,True,True
18141,2,100,612,1,131071,1,0.99787,True,True,True
18144,2,102,614,0,131072,0,0.99625,True,True,True
18147,2,99,611,3,-131073,3,0.99892,True,True,True
18149,2,100,612,1,131071,2,0.99701,True,True,True
18161,2,100,612,1,131071,0,0.99942,True,True,True
18163,2,99,611,3,-131073,1,0.99989,True,True,True
18167,2,99,611,3,-131073,4,0.99973,True,True,True
18169,2,101,613,1,131071,2,0.99884,True,True,True
18171,2,99,611,3,-131073,5,0.99926,True,True,True
18181,2,101,613,1,131071,2,0.99893,True,True,True
18185,2,101,613,1,131071,2,0.9931,True,True,True
18186,2,99,611,2,-131072,3,0.99992,True,True,True
18191,2,100,612,3,-131073,1,0.99966,True,True,True
18194,2,99,611,2,-131072,0,0.99965,True,True,True
18196,2,104,616,0,131072,1,0.99565,True,True,True
18197,2,102,614,1,131071,3,0.99827,True,True,True
18198,2,100,612,2,-131072,2,0.99667,True,True,True
18202,2,100,612,2,-131072,3,0.99737,True,True,True
18215,2,100,612,3,-131073,1,0.99687,True,True,True
18218,2,100,612,2,-131072,2,0.99892,True,True,True
18224,2,105,617,0,131072,6,0.9997,True,True,True
18229,2,102,614,1,131071,4,0.99922,True,True,True
18230,2,101,613,2,-131072,2,0.99357,True,True,True
18232,2,105,617,0,131072,1,0.99986,True,True,True
18239,2,101,613,3,-131073,2,0.99995,True,True,True
18242,2,101,613,2,-131072,0,0.99591,True,True,True
18244,2,106,618,0,131072,2,0.99788,True,True,True
18254,2,101,613,2,-131072,4,0.99891,True,True,True
18261,2,103,615,1,131071,1,0.99777,True,True,True
